var_hw Distribution Analysis
================================================================================
Min var_hw: 11117.979167
Max var_hw: 21746.034498
Mean var_hw: 13978.954274
Median var_hw: 13438.114475

Recommended LUT Parameters:
INPUT_DIVISOR: 128 (2^7)
OUTPUT_SCALE: 16384 (2^14)

Reverse Engineering (var_hw -> var_real):
Scaling factors:
  min_alpha = -4
  global_s = 0.1354822174
  full_scale^2 = 7.1700903249e-05
Real domain statistics:
  Min var_real: 0.79716915
  Max var_real: 1.55921032
  Mean var_real: 1.00230365
  Median var_real: 0.96352495
  Mean std_real: 0.99901444

All var_hw values:
0,17050.483066
1,12413.266758
2,11984.310520
3,11639.961093
4,11879.884983
5,12281.117811
6,12173.411214
7,12132.411777
8,11998.967278
9,11426.830885
10,11117.979167
11,11957.551107
12,11126.204909
13,11499.420024
14,11968.114149
15,11908.656141
16,11611.143202
17,11128.373040
18,11304.585259
19,11770.124023
20,14564.593418
21,16157.463155
22,11691.505832
23,12456.228834
24,12536.087341
25,12352.472222
26,12246.007968
27,12203.302022
28,11409.852837
29,13379.907220
30,17954.373149
31,15914.855082
32,20309.229757
33,14854.252272
34,15009.012526
35,12761.339817
36,14257.525655
37,14216.684787
38,12222.212863
39,12144.240065
40,13467.039218
41,12836.113254
42,15429.994080
43,14260.256666
44,21746.034498
45,19624.361484
46,14888.539931
47,13189.423767
48,14985.534010
49,14155.935540
50,18209.566725
51,12936.478509
52,13917.393711
53,14154.094883
54,12633.902011
55,14525.425883
56,17875.582899
57,13494.280267
58,14534.394307
59,12373.031874
60,12888.676975
61,14405.624342
62,14469.091770
63,13528.829203
64,17855.707838
65,12399.429192
66,12803.579909
67,13021.821370
68,14606.198886
69,12542.258870
70,13154.754388
71,13580.120110
72,15729.564229
73,12113.919210
74,13185.963298
75,14685.924418
76,15629.895399
77,16035.361084
78,16898.153097
79,12220.310954
80,12243.223063
81,12723.955885
82,13405.147461
83,12622.062473
84,13259.744548
85,13949.411452
86,13753.041233
87,15007.155816
88,12821.911126
89,13976.645827
90,15406.839844
91,17083.111735
92,18007.673177
93,13501.205621
94,13440.515516
95,14761.046977
96,13224.147617
97,12739.492181
98,13367.458333
99,16524.058261
100,15944.147291
101,13422.652337
102,15977.194004
103,14090.623264
104,14160.123020
105,14386.340251
106,14708.614414
107,13459.299371
108,12920.331807
109,14181.336561
110,19068.791667
111,12865.707133
112,13486.128031
113,14748.348626
114,17297.742811
115,12156.726067
116,15292.134922
117,17531.679789
118,14519.095025
119,13905.069010
120,15851.439128
121,14005.450623
122,14196.680278
123,15684.743245
124,15016.397563
125,16687.103190
126,13749.392551
127,15608.155104
128,17173.105442
129,13888.721246
130,15917.415683
131,21014.470371
132,14199.156006
133,13753.126784
134,13845.406874
135,12937.893636
136,12864.472982
137,13594.098931
138,16178.368971
139,14394.143121
140,12999.759521
141,15200.703715
142,15397.650933
143,17193.348246
144,15937.190857
145,13438.114475
146,13256.291660
147,12916.522780
148,13710.328016
149,15419.336093
150,14982.694010
151,13493.345045
152,17380.869683
153,17145.165629
154,12968.223714
155,14117.110433
156,14679.090000
157,13083.655273
158,13019.513889
159,12621.027344
160,12949.580234
161,12853.176839
162,13045.486972
163,13237.748149
164,13413.665032
165,12790.159661
166,13416.272617
167,13324.382100
168,12997.574863
169,15827.382134
170,14703.356439
171,12492.209086
172,12452.317973
173,12666.419895
174,12259.522759
175,12503.456136
176,13189.613546
177,12843.963047
178,12825.869113
179,12868.855462
180,12501.643202
181,12504.222222
182,13424.051649
183,14733.995416
184,16656.826796
185,12897.750916
186,13061.959391
187,12846.095025
188,12701.975260
189,12696.434787
190,12843.418294
191,12925.711344
192,12767.921814
193,12961.266927
194,12516.015618
195,12960.264099
196,14727.299371
